iter	RMSE
397	4.195484198
398	4.192494321
399	4.188104291
400	4.18559767
401	4.18090977
402	4.178065628
403	4.174392355
404	4.171282104
405	4.169108379
406	4.16461982
407	4.161536254
408	4.15882987
409	4.156237169
410	4.154881394
411	4.151791308
412	4.150527445
413	4.146906859
414	4.142475402
415	4.138876109
416	4.137439428
417	4.132383543
418	4.129069806
419	4.125095898
420	4.121727893
421	4.118632836
422	4.118061719
423	4.113818678
424	4.111903569
425	4.109370335
426	4.108142116
427	4.10573879
428	4.10132651
429	4.098944676
430	4.098487533
431	4.097278342
432	4.092861077
433	4.092222856
434	4.092051884
435	4.090618973
436	4.087642283
437	4.083723647
438	4.082249406
439	4.077243969
440	4.075866053
441	4.074584739
442	4.072249312
443	4.070033559
444	4.067754814
445	4.062948369
446	4.062041516
447	4.061190891
448	4.059858364
449	4.057986079
450	4.05446887
451	4.052475962
452	4.052264608
453	4.048104714
454	4.047052999
455	4.043255086
456	4.042928503
457	4.04162348
458	4.037763026
459	4.033593517
460	4.032958481
461	4.030240051
462	4.029046747
463	4.027770679
464	4.025096251
465	4.02325901
466	4.02008632
467	4.017374056
468	4.013539503
469	4.012308601
470	4.010137149
471	4.006528245
472	4.005619479
473	4.003047913
474	3.999065356
475	3.997173398
476	3.99702395
477	3.994462562
478	3.990484763
479	3.987751272
480	3.983992382
481	3.981531834
482	3.979887924
483	3.977138632
484	3.97444741
485	3.973884937
486	3.973438646
487	3.970506683
488	3.968102977
489	3.96768772
490	3.963736848
491	3.963064591
492	3.962355715
493	3.958378485
494	3.957323572
495	3.953430512
496	3.951974501
497	3.948734346
498	3.94801321
499	3.945494924
500	3.942575215
501	3.939988723
502	3.936245277
503	3.934840747
504	3.932178434
505	3.929415575
506	3.929236619
507	3.925710142
508	3.923470097
509	3.919304962
510	3.916450168
511	3.913781088
512	3.910261195
513	3.907099689
514	3.905563185
515	3.902187246
516	3.901716829
517	3.900964233
518	3.898177008
519	3.894543229
520	3.891126061
521	3.886704033
522	3.884321467
523	3.883779487
524	3.881551662
525	3.877707311
526	3.877161799
527	3.873433879
528	3.872448884
529	3.869930851
530	3.867885901
531	3.865240672
532	3.863370888
533	3.861432743
534	3.859708613
535	3.858113134
536	3.855510013
537	3.852869556
538	3.851729679
539	3.848285117
540	3.845935733
541	3.843638682
542	3.841243199
543	3.837814432
544	3.83452699
545	3.832658795
546	3.830013087
547	3.827841213
548	3.826538998
549	3.824443116
550	3.822716987
551	3.822588256
552	3.818603672
553	3.817522165
554	3.815139684
555	3.815003848
556	3.813429074
557	3.811519182
558	3.810316997
559	3.807865421
560	3.807566778
561	3.805304643
562	3.804593097
563	3.802985241
564	3.799512163
565	3.796839558
566	3.794609531
567	3.793540048
568	3.791213641
569	3.790835211
570	3.790375285
571	3.788833705
572	3.786805083
573	3.784706842
574	3.783183358
575	3.782705326
576	3.78136541
577	3.777735112
578	3.77609349
579	3.775236704
580	3.774155259
581	3.771778221
582	3.771710584
583	3.771255305
584	3.770527999
585	3.768792564
586	3.765451322
587	3.761550774
588	3.75785898
589	3.757014562
590	3.753787483
591	3.750799389
592	3.748611037
593	3.746486549
594	3.744065378
595	3.743164538
596	3.742261316
597	3.73907235
598	3.737884936
599	3.73653374
600	3.734629823
601	3.732099823
602	3.730387925
603	3.72731799
604	3.724404463
605	3.722955511
606	3.722444978
607	3.720128276
608	3.719546573
609	3.716899178
610	3.714138068
611	3.71157995
612	3.711397716
613	3.708829805
614	3.705595127
615	3.703337937
616	3.700908018
617	3.700329985
618	3.697245559
619	3.695419993
620	3.692971007
621	3.690465984
622	3.688391765
623	3.688108738
624	3.686165318
625	3.684340012
626	3.682327155
627	3.680404678
628	3.678054175
629	3.674996638
630	3.673124552
631	3.670667537
632	3.669739436
633	3.668614193
634	3.665737864
635	3.663484374
636	3.661983447
637	3.658832754
638	3.656551482
639	3.653555211
640	3.652751854
641	3.650983273
642	3.649621073
643	3.647870559
644	3.64774196
645	3.645060176
646	3.643888826
647	3.641175857
648	3.639977349
649	3.638481559
650	3.637381817
651	3.633952443
652	3.630029624
653	3.629620903
654	3.627880955
655	3.626620555
656	3.622699741
657	3.621489195
658	3.61938998
659	3.619003524
660	3.618897945
661	3.618178741
662	3.618077305
663	3.616025038
664	3.612547766
665	3.610624184
666	3.607500008
667	3.605907661
668	3.60268133
669	3.600717791
670	3.598242615
671	3.59627693
672	3.592999498
673	3.591971144
674	3.591421534
675	3.588565521
676	3.5867003
677	3.583823165
678	3.581079095
679	3.579266085
680	3.577552492
681	3.576738703
682	3.576322743
683	3.573484263
684	3.572545691
685	3.571394726
686	3.56925218
687	3.568403705
688	3.566941541
689	3.565692091
690	3.56209553
691	3.561793614
692	3.558238737
693	3.557649795
694	3.55653557
695	3.556465157
696	3.554235064
697	3.553086933
698	3.551712315
699	3.55106509
700	3.550726379
701	3.54784555
702	3.545554137
703	3.541810815
704	3.541401385
705	3.540005693
706	3.539526725
707	3.536815128
708	3.534980951
709	3.533906271
710	3.530677608
711	3.529774458
712	3.527847432
713	3.52514116
714	3.522450779
715	3.52134636
716	3.520448615
717	3.51981143
718	3.518662667
719	3.517076637
720	3.515070017
721	3.5134
722	3.511558738
723	3.509662062
724	3.508736337
725	3.507054008
726	3.50518523
727	3.503309356
728	3.503092213
729	3.50098349
730	3.500697297
731	3.498820743
732	3.498707299
733	3.497445264
734	3.494354668
735	3.494124426
736	3.492765333
737	3.490599707
738	3.488974227
739	3.486415817
740	3.486228584
741	3.484985893
742	3.481831694
743	3.478941604
744	3.47763685
745	3.475365186
746	3.47271351
747	3.471833831
748	3.468701014
749	3.468044996
750	3.467092679
751	3.465153979
752	3.462738548
753	3.460520904
754	3.460194031
755	3.458017836
756	3.457211028
757	3.456892479
758	3.454781627
759	3.452131461
760	3.450509647
761	3.449205797
762	3.447798282
763	3.447684177
764	3.44432394
765	3.443705111
766	3.441895663
767	3.441057496
768	3.438981298
769	3.436717618
770	3.435765124
771	3.432938735
772	3.432694971
773	3.43183732
774	3.43157138
775	3.429510235
776	3.429078042
777	3.427499323
778	3.425372298
779	3.423645601
780	3.423042751
781	3.420319009
782	3.417131229
783	3.415433789
784	3.414587151
785	3.413244288
786	3.412213776
787	3.407922603
788	3.407519437
789	3.404916733
790	3.404847213
791	3.4046372
792	3.403804048
793	3.403706838
794	3.401768817
795	3.399437002
796	3.397447005
797	3.395611546
798	3.393450385
799	3.393022268
800	3.391922075
801	3.389777063
802	3.3890485
803	3.388308296
804	3.388122691
805	3.386256999
806	3.384221053
807	3.381657905
808	3.37975762
809	3.378739805
810	3.375885131
811	3.372838332
812	3.370182658
813	3.367334182
814	3.365439976
815	3.363753834
816	3.362287977
817	3.359561459
818	3.359014621
819	3.35832934
820	3.357890422
821	3.357637059
822	3.356496772
823	3.355771893
824	3.353690201
825	3.352282257
826	3.351425992
827	3.350631935
828	3.34889624
829	3.348605011
830	3.347636127
831	3.347033744
832	3.345536871
833	3.343313568
834	3.342231942
835	3.340731441
836	3.339446116
837	3.338216315
838	3.335884779
839	3.33306028
840	3.332508968
841	3.331620746
842	3.330074315
843	3.327494311
844	3.325636493
845	3.323407735
846	3.322559274
847	3.32064679
848	3.319005768
849	3.317262916
850	3.316101277
851	3.31425365
852	3.314116197
853	3.312464617
854	3.309377238
855	3.308066455
856	3.306456957
857	3.305142007
858	3.304675815
859	3.304006585
860	3.302021145
861	3.30188246
862	3.299879076
863	3.299834976
864	3.298779459
865	3.29808535
866	3.296291153
867	3.295605231
868	3.29475798
869	3.292896478
870	3.29180524
871	3.291652923
872	3.289256841
873	3.287338086
874	3.286509315
875	3.283511507
876	3.28324153
877	3.280939164
878	3.280186373
879	3.27936444
880	3.279303529
881	3.278045816
882	3.276691442
883	3.274727298
884	3.273275183
885	3.271041432
886	3.270251278
887	3.268513853
888	3.267052036
889	3.266477905
890	3.264872673
891	3.264419739
892	3.26291941
893	3.262317523
894	3.261304491
895	3.259189717
896	3.258428867
897	3.257354326
898	3.256377003
899	3.255246309
900	3.254894534
901	3.253742002
902	3.250859893
903	3.250716054
904	3.25005513
905	3.248912782
906	3.246504948
907	3.246318892
908	3.245574585
909	3.244894346
910	3.242621854
911	3.24053448
912	3.239368014
913	3.239192547
914	3.237382987
915	3.235676377
916	3.235322978
917	3.23299979
918	3.232783375
919	3.230327329
920	3.228575659
921	3.228473778
922	3.227485836
923	3.22590952
924	3.225763666
925	3.225405131
926	3.22346816
927	3.221347161
928	3.219909506
929	3.218905567
930	3.218689058
931	3.216301177
932	3.215457391
933	3.214856811
934	3.21294057
935	3.212804009
936	3.211594482
937	3.209233971
938	3.207233237
939	3.206122209
940	3.204119677
941	3.203397977
942	3.201161339
943	3.199412452
944	3.19930435
945	3.198145929
946	3.197720845
947	3.194506066
948	3.193330945
949	3.191127831
950	3.188242977
951	3.188107437
952	3.187662323
953	3.185581578
954	3.184253027
955	3.183106255
956	3.181035853
957	3.178387013
958	3.175262145
959	3.17508912
960	3.172390629
961	3.170900822
962	3.168483789
963	3.167095172
964	3.167027794
965	3.166832179
966	3.164321018
967	3.16060772
968	3.16005247
969	3.157669828
970	3.157462885
971	3.155205855
972	3.152897497
973	3.151952169
974	3.150882869
975	3.150265246
976	3.148709452
977	3.14867349
978	3.14787808
979	3.147009836
980	3.146177945
981	3.144410704
982	3.143348546
983	3.141847438
984	3.141188154
985	3.140855623
986	3.139221574
987	3.137913037
988	3.137695921
989	3.136200417
990	3.135588349
991	3.134748039
992	3.133908583
993	3.132162395
994	3.131666677
995	3.131601422
996	3.129154932
997	3.128849321
998	3.128045108
999	3.127493577
